time,open,high,low,close,tick_volume,spread,real_volume,RSI,ADX,DI_Pos,DI_Neg,MFI,Ticker_Yield_Spread,Volatility,SMA_50,SMA_20,signal
2025-09-15 15:00:00,1.17608,1.17706,1.17608,1.17693,2489,6,0,80.70548446556134,0.0,31.329478523601257,13.676653727912313,79.24037625176801,,0.0014275216747455933,,1.1736175,0
2025-09-15 16:00:00,1.17694,1.17729,1.17575,1.17586,2719,6,0,66.7199690694437,0.0,27.885182099735406,14.528883119294036,71.62176030518246,,0.0014872093861464809,,1.173751,0
2025-09-15 17:00:00,1.17585,1.17603,1.17505,1.17575,2848,6,0,65.46402096471076,0.0,25.931453419680945,18.515464685748327,65.93565605209335,,0.0015061013275313717,,1.1738339999999998,0
2025-09-15 18:00:00,1.17575,1.1772,1.1756199999999999,1.17712,2115,6,0,72.42594220080012,0.0,31.150220655404436,16.50736933838645,67.13815957929745,,0.0016301567375597928,,1.1740095,0
2025-09-15 19:00:00,1.1771099999999999,1.17742,1.17559,1.1757900000000001,1799,6,0,59.818940597097104,0.0,28.870908373622704,14.540371420152814,61.715685497304115,,0.0015780646096052507,,1.174126,0
2025-09-15 20:00:00,1.1757900000000001,1.17726,1.17577,1.17707,1438,6,0,65.96008288993347,0.0,26.139747500176902,13.16486591148745,62.57354904531958,,0.0016189686039760121,,1.1743325,0
2025-09-15 21:00:00,1.17708,1.17719,1.1766,1.1769,1637,6,0,64.54903686737208,0.0,25.12615520995093,12.654386359622915,63.770117259699965,,0.0016199240248093755,,1.1745370000000002,0
2025-09-15 22:00:00,1.17691,1.17717,1.17641,1.17653,1311,6,0,61.46698878243486,0.0,23.84358897892302,13.284569012885083,62.74049899132455,,0.0014867606205633426,,1.1747375,0
2025-09-15 23:00:00,1.17653,1.17683,1.17597,1.17609,885,6,0,57.92496817786554,24.296997084735295,22.447263357296272,15.502789243357732,65.29201231515174,,0.0012040675111592933,,1.1749095,0
2025-09-16 00:00:00,1.17617,1.17649,1.17615,1.17636,409,14,0,59.468438392415834,23.868567590079948,21.807574667745975,15.061000024885605,62.386774621246786,,0.0009828096637526835,,1.175091,0
2025-09-16 01:00:00,1.17648,1.17656,1.1761300000000001,1.17625,490,6,0,58.52646273267519,23.554529841345623,21.631007689317837,14.579988374456072,57.57843586073134,,0.000721584032864109,,1.175267,0
2025-09-16 02:00:00,1.17628,1.17655,1.17625,1.17626,481,6,0,58.590678733707655,23.262923360378036,21.12411298917038,14.238325196236548,55.145330091380636,,0.000557358862044799,,1.1754255,0
2025-09-16 03:00:00,1.17626,1.17658,1.17571,1.17616,1247,6,0,57.629722973390535,22.02072060242521,19.68356590193958,17.500108998952264,48.0372835810565,,0.0004716978917695872,,1.1755645,0
2025-09-16 04:00:00,1.17619,1.1769,1.17578,1.17672,1594,6,0,61.443419138766615,21.322597344102835,20.451274976941313,15.98849782857234,47.364037487045145,,0.0004721897783880662,,1.17576,0
2025-09-16 05:00:00,1.17672,1.17771,1.1767,1.17763,1779,6,0,66.69022019275012,21.651196569886093,25.075278739131296,14.751093609688438,45.565299506391106,,0.0005599808670209832,,1.1760175,0
2025-09-16 06:00:00,1.17769,1.17864,1.17739,1.17799,1463,6,0,68.5155366511555,22.81120217716103,29.68746218971072,13.371770055790538,56.00840484206008,,0.0006632172667069453,,1.17625,0
2025-09-16 07:00:00,1.17799,1.17799,1.17737,1.17766,1141,6,0,64.9993528938568,23.851633252018903,28.275204190920988,12.889117878791161,61.371159620001144,,0.0006678689250893931,,1.176449,0
2025-09-16 08:00:00,1.17765,1.17799,1.17733,1.17779,1242,6,0,65.7451465911805,24.73958745071226,26.812951205856606,12.535981196832655,59.38054625641853,,0.0007183528166799048,,1.176609,0
2025-09-16 09:00:00,1.17779,1.1791,1.17775,1.1787,2532,6,0,70.48597088606931,26.4391820534544,32.47952575839239,11.253956172174592,71.26271746466689,,0.0008177565800268818,,1.1767815000000001,0
2025-09-16 10:00:00,1.17871,1.18015,1.17861,1.17942,2783,6,0,73.59928680991065,28.619484587034822,36.46434305762072,9.997875506323012,73.3058394707552,,0.001041948723718559,,1.176949,0
2025-09-16 11:00:00,1.17942,1.18034,1.17898,1.17946,2545,6,0,73.76486009076675,30.73913242705594,34.30578577686617,9.038454229763888,74.53054767243913,,0.0012021574013348526,,1.1770755000000002,0
2025-09-16 12:00:00,1.17946,1.18178,1.17946,1.18138,2935,6,0,80.18779285942699,33.3078342479006,38.4667025200658,7.683845143594527,82.54355747673051,,0.0015833885280534888,,1.1773515,0
2025-09-16 13:00:00,1.18139,1.18153,1.18039,1.18078,2273,6,0,74.08387881509525,35.69305736725635,35.64012687573507,7.119227744264191,87.46009979649926,,0.0017067467929916065,,1.177603,0
2025-09-16 14:00:00,1.18079,1.18212,1.1801,1.18138,2690,6,0,76.04740795364263,38.11580839674773,34.849123142441705,6.243737181517766,88.59836616600398,,0.0018481169507742834,,1.1778160000000002,0
2025-09-16 15:00:00,1.18141,1.1815,1.1789399999999999,1.18042,3948,6,0,67.2659380454233,38.473485517847514,29.840701432548865,11.858594091373154,77.89090004907436,,0.0018108587301782038,,1.1780475,0
2025-09-16 16:00:00,1.18045,1.1827,1.1804000000000001,1.18237,3902,6,0,73.86707672458805,39.407689831977336,32.56709587347599,10.410920305301914,80.25510140631599,,0.00191194797391269,,1.1783125,0
2025-09-16 17:00:00,1.18238,1.1852800000000001,1.1821,1.18514,4844,6,0,80.02826621719808,41.15924627612775,40.03694510757036,8.80960170675297,85.74086851434637,,0.0023040089285551323,,1.1787245,0
2025-09-16 18:00:00,1.18515,1.18529,1.18348,1.1847,3146,6,0,76.92580601681084,42.78843611254136,36.63504116849013,8.050583612852925,86.34139099980736,,0.002471302099286802,,1.179133,0
2025-09-16 19:00:00,1.1847,1.18714,1.18461,1.18642,2669,6,0,80.16319566766033,44.75184621294995,40.823992696489604,7.126335166738762,86.66631114488746,,0.0028205759874722347,,1.1796495,0
2025-09-16 20:00:00,1.18642,1.18781,1.1863299999999999,1.18658,2369,6,0,80.43814626098916,46.71071881290122,41.12387957455149,6.645687170810209,86.98100998332104,,0.0030471644177854865,,1.1801605,0
2025-09-16 21:00:00,1.1865700000000001,1.18708,1.1861,1.18664,1685,6,0,80.54703543376259,48.24577402784036,39.236744851758985,7.4177103813372645,85.76152825226427,,0.0031018888254936198,1.1769934,1.18068,0
2025-09-16 22:00:00,1.18664,1.18687,1.18579,1.18601,1764,6,0,75.77736705544754,49.281667271988894,37.21021338942433,8.51710675934447,81.53605854878936,,0.002972667060159669,1.1772498,1.1811675,0
2025-09-16 23:00:00,1.18597,1.1868400000000001,1.1858,1.18666,1281,6,0,77.27271957018161,50.243568141555386,35.31849354948588,8.084107903172763,80.9475145666177,,0.0028851621166877815,1.1775012,1.1816925,0
2025-09-17 00:00:00,1.18578,1.18632,1.18509,1.18619,309,12,0,73.72845171605366,50.215038916208464,32.62224743638518,10.91931955826963,78.80434220945136,,0.0027332162152181624,1.1777528,1.182166,0
2025-09-17 01:00:00,1.18619,1.18681,1.18615,1.18656,632,6,0,74.7117987825273,50.3879179288438,34.01262946126826,10.554543942141754,77.63336878257893,,0.0025016013552664317,1.1780148,1.1826125,0
2025-09-17 02:00:00,1.18656,1.18728,1.18656,1.18707,695,6,0,76.04289262117004,50.73235867931701,35.19334504381394,10.155955892183108,76.08406328742839,,0.0024392747976547903,1.1782974,1.1830665,0
2025-09-17 03:00:00,1.18708,1.18727,1.18576,1.1858,1543,6,0,66.63653722034105,50.04759065919199,32.4275025893186,13.521504846278972,70.62524876203076,,0.0021589023462565654,1.1785572,1.1834735,0
2025-09-17 04:00:00,1.18579,1.1859,1.18519,1.18557,1538,6,0,65.06678572082575,48.75631472600145,31.18642600171745,16.07657373339969,64.4413538823546,,0.0018686983481816352,1.1788182,1.1838625,0
2025-09-17 05:00:00,1.18557,1.18577,1.1851,1.18552,1087,6,0,64.70991071058276,47.45420939630384,30.018862658495287,15.97759697102337,71.1161434188149,,0.0011886137923087128,1.1790756,1.1842035,0
2025-09-17 06:00:00,1.18552,1.18574,1.1851099999999999,1.18517,716,6,0,62.1406095264559,46.245111590156064,28.92238599624114,15.393995173815645,64.39179742325123,,0.000703094025579184,1.1793244,1.184491,0
2025-09-17 07:00:00,1.18517,1.18549,1.1851099999999999,1.18536,722,6,0,62.99946958512619,45.122377913018845,28.252064603429595,15.03721533251253,53.54158427820931,,0.0006845568872505013,1.179577,1.1847860000000001,0
2025-09-17 08:00:00,1.1853799999999999,1.18594,1.1853799999999999,1.18577,834,6,0,64.85240118730847,44.39700565749896,30.0625213589636,14.485381920239782,47.53286134827995,,0.000577457481440169,1.1798305999999998,1.1850055,0
2025-09-17 09:00:00,1.18579,1.18597,1.1851099999999999,1.18556,1939,6,0,63.10913468400621,43.34109787435818,28.398383378541393,15.421448388457526,33.968056393478136,,0.0005858252374259937,1.1800742000000002,1.1852445,0
2025-09-17 10:00:00,1.18556,1.18558,1.18378,1.18402,2390,6,0,52.057906774335,40.75133954248417,25.248088731008412,21.907369168110364,20.09757405497008,,0.0007718907854283603,1.1802983999999999,1.1853764999999998,0
2025-09-17 11:00:00,1.18403,1.1851,1.18394,1.1848,1806,6,0,56.237895181392524,38.34656394860116,23.443222441997875,20.341315099080166,30.41744163713173,,0.0007835899353787777,1.1805448,1.1855955000000002,0
2025-09-17 12:00:00,1.18482,1.18495,1.18408,1.18454,1634,6,0,54.53115958366977,36.1135580399955,22.163541702170317,19.230956264262996,30.652653793492135,,0.0008381261805475289,1.1807688,1.1857039999999999,0
2025-09-17 13:00:00,1.18454,1.18465,1.18326,1.18359,1755,6,0,48.71382119276485,33.930933545963526,20.2606345469208,22.64481082412458,22.54686624634688,,0.0009388431038463907,1.180967,1.1856265,0
2025-09-17 14:00:00,1.1836,1.18458,1.1834500000000001,1.1838899999999999,1834,6,0,50.509320906304296,31.904210801505258,18.844175857402977,21.061669931373356,30.332020238039362,,0.000988798805084488,1.1811530000000001,1.185586,0
2025-09-17 15:00:00,1.18387,1.18447,1.18338,1.18432,2037,6,0,53.04668695182605,30.100185796388246,17.568286504949526,20.07045780729856,35.09197299783216,,0.0009369016039040025,1.1813344000000001,1.185481,0
2025-09-17 16:00:00,1.18436,1.18526,1.18421,1.18497,2732,6,0,56.663631194078,28.41321249245013,21.3531546753784,18.75323414053945,40.94711340220462,,0.0007393448243167089,1.1815124,1.1854005,0
2025-09-17 17:00:00,1.18498,1.18588,1.18456,1.18493,2942,6,0,56.37582522145797,27.476313653506956,23.443523221371468,17.222927265684092,50.83801508588267,,0.0006949175775396092,1.1816724,1.1853150000000001,0
2025-09-17 18:00:00,1.18491,1.18523,1.18434,1.18443,2063,6,0,52.76788149496667,26.320036067235105,22.132148842298374,17.64224522593825,49.75066797261035,,0.000671446282217055,1.1818438,1.1852360000000002,0
2025-09-17 19:00:00,1.18441,1.1856,1.18421,1.1852800000000001,1769,6,0,57.721474081015685,25.62169425044326,22.517961035655848,16.125136550029833,55.432484779010814,,0.0006538344213655727,1.1820344,1.185167,0
2025-09-17 20:00:00,1.1852800000000001,1.18549,1.18464,1.18505,1633,6,0,56.00972580369497,24.973233991993688,21.3110993496215,15.260901575402777,59.744885257295344,,0.0006488032093081804,1.182193,1.18511,0
2025-09-17 21:00:00,1.1850100000000001,1.19185,1.18187,1.18341,11703,6,0,45.62088897496497,27.59888750524437,38.4447115270716,9.096431157851374,73.62440713679223,,0.0007139797146837088,1.1823454,1.1849525,0
2025-09-17 22:00:00,1.18343,1.18564,1.18202,1.18241,6792,6,0,40.66760821853662,30.036994338977156,33.205266748554976,7.8567223178050805,61.504972256732614,,0.0008469207314071519,1.1824522,1.1847195,0
2025-09-17 23:00:00,1.18242,1.1826699999999999,1.18076,1.1813,1686,6,0,35.99576489343846,31.022748422415123,30.81870575872503,12.033394316409964,61.87716637184972,,0.0011111077533581322,1.1825402,1.1844945,0
2025-09-18 00:00:00,1.18105,1.18157,1.18093,1.18145,377,11,0,37.04821293850655,31.938091499893236,30.03960946839191,11.72919033894811,64.93411396861131,,0.0013133843959178574,1.1826386,1.1842885,0
2025-09-18 01:00:00,1.18151,1.18218,1.1812,1.18188,766,6,0,40.089495758720254,33.02269294008866,31.328444105794855,11.259795792712325,64.0143236885971,,0.0013864772738061502,1.1827544,1.1841065,0
2025-09-18 02:00:00,1.18189,1.18285,1.18176,1.18248,814,6,0,44.144420389952344,34.27422416146614,32.707100117336154,10.74474368259404,67.45482936179215,,0.0013968876314709871,1.1828767999999998,1.183972,0
2025-09-18 03:00:00,1.18248,1.1828,1.18149,1.1825,1938,6,0,44.279800823435,35.14263438565449,30.8789467919055,11.296197558400255,67.14358494935178,,0.0014232843923650503,1.1830018000000002,1.1838289999999998,0
2025-09-18 04:00:00,1.1825,1.1828400000000001,1.18073,1.1813500000000001,2405,6,0,38.501275937965644,35.149181459563685,28.149714999493288,13.481315543903506,61.5613869096653,,0.0015213903415757205,1.1831036,1.183608,0
2025-09-18 05:00:00,1.1813500000000001,1.1822300000000001,1.18124,1.18192,1210,6,0,42.506197896740744,35.15526088533651,26.946302425749323,12.904983434095808,60.74050853652229,,0.0015289988105451758,1.1832188000000001,1.183426,0
2025-09-18 06:00:00,1.18192,1.18224,1.18115,1.18119,1043,6,0,39.003044544893,35.060511170015396,25.646308305121444,12.680740935559918,56.14868166789267,,0.0015064192315255292,1.1833082,1.1832845,0
2025-09-18 07:00:00,1.18119,1.18134,1.17935,1.17946,1107,6,0,32.22495715004467,33.224056610024995,23.42441956255316,19.418539746555407,50.73569999834046,,0.0016238444750442344,1.1833448,1.1830174999999998,0
2025-09-18 08:00:00,1.17947,1.18,1.17851,1.17905,1658,6,0,30.856359536335447,30.861228848658328,21.894889284386657,21.831718350342324,51.33616346949996,,0.0017476453546771953,1.1833660000000001,1.1827429999999999,0
2025-09-18 09:00:00,1.17908,1.17992,1.17802,1.17941,2753,6,0,33.52591604622354,29.00583493665957,20.0931601471359,22.157401801421166,45.00840235086641,,0.001612596704659326,1.1834010000000001,1.182534,0
2025-09-18 10:00:00,1.17941,1.18384,1.17935,1.18314,3363,6,0,53.540688620470476,28.847835208048128,31.731540850564162,18.320640181052333,47.52981133057361,,0.0013626930753446744,1.183508,1.1824965,0
2025-09-18 11:00:00,1.18314,1.1834,1.1820599999999999,1.18275,3109,6,0,51.78501859890471,28.701121174337505,30.058682875226722,17.35479269244492,31.926679868619004,,0.001301439819740219,1.183589,1.182418,0
2025-09-18 12:00:00,1.18276,1.1848,1.18268,1.18377,2442,6,0,55.86159704733095,29.146321020132667,33.024044996854045,15.92442583658842,47.4795493548458,,0.001423682155233666,1.183676,1.182358,0
2025-09-18 13:00:00,1.18377,1.18399,1.18307,1.18366,1810,6,0,55.318396027672755,29.55972087694246,31.799200762183016,15.333797366385879,47.236282342046565,,0.0015281449286919304,1.1837600000000001,1.1822944999999998,0
2025-09-18 14:00:00,1.18367,1.18369,1.1819600000000001,1.18251,2872,0,0,49.85972472518227,29.04954585227951,29.577645345029392,18.745022227238746,42.913756911092655,,0.0015402170890262993,1.1837826,1.1821985,0
2025-09-18 15:00:00,1.18251,1.18258,1.17948,1.17953,3689,0,0,39.09424665845343,26.98030008706083,26.0638262928439,26.022102786841643,36.231780954705016,,0.0016536180778107838,1.1837576,1.181911,0
2025-09-18 16:00:00,1.1795200000000001,1.17958,1.175,1.17668,4902,0,0,31.982059853736885,26.920187181876933,21.920455197179706,37.43528579028139,29.556101536010047,,0.0020910463230843037,1.1836636,1.1814925,0
2025-09-18 17:00:00,1.17667,1.17812,1.17627,1.17752,4646,6,0,35.695292684177105,26.864368055634742,20.502649916832084,35.01398817636998,39.92558763983119,,0.0022703521535454444,1.1836056000000001,1.1811979999999997,0
2025-09-18 18:00:00,1.17752,1.17874,1.17693,1.17792,3347,6,0,37.44653195345028,26.448971872796623,21.3800075271143,32.78006438619937,47.74652949690284,,0.002394266158882464,1.1835166000000001,1.1809735,0
2025-09-18 19:00:00,1.17792,1.17876,1.17719,1.17868,2280,6,0,40.748265870512974,26.05114343407234,20.24911932585748,30.936318102115333,49.172254773972725,,0.00241418438892837,1.1833874,1.1808425,0
2025-09-18 20:00:00,1.1786699999999999,1.17936,1.17854,1.17875,1843,6,0,41.05686382929971,25.30814110792148,21.872037231343484,29.987611093420064,52.812259524416945,,0.002438881138719205,1.1832684,1.1807075,0
2025-09-18 21:00:00,1.17873,1.17893,1.17818,1.17876,1472,6,0,41.10405535507173,24.782078120903446,21.230738071388718,30.515743418378182,52.33484728951265,,0.0024623290368517565,1.1831152,1.1805515,0
2025-09-18 22:00:00,1.17876,1.17909,1.17823,1.17847,1363,6,0,40.10135198304662,24.18533254519389,21.138977554359766,29.449464772221816,52.72254385251795,,0.002487054062962217,1.182953,1.1803510000000002,0
2025-09-18 23:00:00,1.17848,1.17858,1.17811,1.1785700000000001,1056,6,0,40.63909527384884,23.69253321016931,20.713012362554537,29.370523400476483,55.06441435551906,,0.002515231949194871,1.1827915999999998,1.1801545,0
2025-09-19 00:00:00,1.17827,1.17875,1.17771,1.17863,586,15,0,40.98145479823829,23.44505289077976,19.763972322190217,29.78706046179253,49.87855182706533,,0.0023739770497996585,1.182644,1.1800184999999999,0
2025-09-19 01:00:00,1.17863,1.1789399999999999,1.17829,1.17866,1160,6,0,41.16417159095763,23.061809066417773,20.047188476548918,28.895927294459174,46.94522927397062,,0.002220237711262857,1.182484,1.1798555,0
2025-09-19 02:00:00,1.17864,1.17904,1.17863,1.17887,407,6,0,42.50599465265139,22.621379691179442,20.133690883476742,28.320395320712592,43.4936230085913,,0.0018378273424528623,1.1823376,1.1797395,0
2025-09-19 03:00:00,1.17887,1.17904,1.17751,1.17862,1343,6,0,41.29847882602721,22.852791530204932,18.64155869186639,31.646670879202706,44.16057566678526,,0.0012828610281671946,1.1821788,1.1796975,0
2025-09-19 04:00:00,1.17862,1.17866,1.17742,1.17753,1481,6,0,36.43810568557844,23.116655833463142,17.50900130667378,30.164954853863378,46.25458080560071,,0.0007199942765393066,1.181988,1.1796215,0
2025-09-19 05:00:00,1.1775,1.17805,1.17718,1.17793,1226,6,0,39.263030244614235,23.497431406164537,16.740526968647025,30.051772977026143,50.47095501747438,,0.0006448924435468373,1.1818306,1.1795475,0
2025-09-19 06:00:00,1.17793,1.17923,1.17793,1.17814,2071,6,0,40.751805458945626,22.745465375995234,21.624107278512593,28.069295380464272,64.87709244844456,,0.0004626589421062609,1.181682,1.1792974999999999,0
2025-09-19 07:00:00,1.17816,1.17895,1.1770100000000001,1.17737,2310,0,0,37.15551011097164,22.618366363824936,19.551308783645126,29.924431726581897,50.620730788791974,,0.0004848314536713665,1.181519,1.1790285,0
2025-09-19 08:00:00,1.17737,1.17776,1.17706,1.17728,1197,0,0,36.74731241774862,22.50034585252394,18.84921806854675,28.84984045996535,39.215652813343,,0.0005537663251450477,1.1813612,1.1787040000000002,0
2025-09-19 09:00:00,1.17728,1.1777199999999999,1.1763,1.17663,3391,0,0,33.85450626207006,22.84747986391266,17.47806560648643,30.644508802718427,26.231000101384254,,0.0006988141446755251,1.1811866,1.1783525000000001,0
2025-09-19 10:00:00,1.17663,1.17778,1.17571,1.17697,3157,6,0,36.663173536244045,23.498529623528107,15.686676111855968,30.42495798977519,16.382951920999105,,0.0007433030677702761,1.1810106,1.1780755,0
2025-09-19 11:00:00,1.17696,1.17706,1.17507,1.17607,2458,6,0,32.70445013069691,24.43796044215449,14.181816665122234,30.591481750333717,15.68999813165901,,0.0008761002501761646,1.1808208,1.1779025,0
2025-09-19 12:00:00,1.17606,1.1768399999999999,1.1756,1.17595,2156,6,0,32.205136220782975,25.310289059450415,13.324077108991547,28.74125870786251,24.148161885733103,,0.0009881050796138162,1.1806594,1.177866,0
2025-09-19 13:00:00,1.17595,1.1764999999999999,1.17582,1.17609,1664,6,0,33.48111441021584,26.12030848979663,12.86457150918321,27.750062903922696,30.309990340944253,,0.0010334025736022428,1.1804852,1.1777945,0
2025-09-19 14:00:00,1.17611,1.17619,1.17348,1.17365,2402,6,0,24.74110314508073,27.955545461463633,11.205949601515934,35.304915163592966,28.233560899409753,,0.0013997841277862307,1.1802674,1.1775810000000002,0
2025-09-19 15:00:00,1.17365,1.1743000000000001,1.17286,1.17358,2929,6,0,24.543162262144378,29.879737678479245,10.435997146157838,35.837455895311315,22.349484294173138,,0.0016135695192377375,1.1800672,1.177326,0
2025-09-19 16:00:00,1.17358,1.17635,1.17351,1.1758,3466,6,0,40.73670451987129,29.61488341816408,18.29944182464581,31.27358414661437,29.939742168013055,,0.001510494606428771,1.1799054,1.1771785000000001,0
2025-09-19 17:00:00,1.17578,1.17676,1.17557,1.17572,3518,6,0,40.40023260505237,29.02282691265635,19.177316335205226,29.574085256133,38.517040170100564,,0.0013985355370379846,1.1797334000000002,1.1770265,0
2025-09-19 18:00:00,1.1757,1.17585,1.1737,1.1752,2447,6,0,38.19205503451238,29.364901358726314,17.343498785631397,35.063174631199935,37.44041854441264,,0.0013841353868885944,1.179538,1.176863,0
2025-09-19 19:00:00,1.1752,1.1755,1.17408,1.17529,1603,6,0,38.81538244842499,29.682541915791287,16.239007383213114,32.83023562619737,41.64433222309004,,0.0013033911812786823,1.1793452,1.176699,0
2025-09-19 20:00:00,1.17529,1.17549,1.17484,1.17506,1398,6,0,37.767153411723,29.977493861637328,15.744730221045844,31.830960527931545,40.48317780901358,,0.0011634422212573484,1.1791578,1.1765205,0
2025-09-19 21:00:00,1.17506,1.1751,1.17466,1.1748,1081,6,0,36.56503163385527,30.3398921763034,15.402956122278027,32.02802137216092,42.0030537319427,,0.001090583320076153,1.1789482,1.1763275,0
2025-09-19 22:00:00,1.1748,1.17506,1.17449,1.17475,1018,6,0,36.325574355458315,30.76309598732849,14.95020662093672,31.963253583814843,42.23631505976508,,0.0009919943282393315,1.1787421999999999,1.1761215,0
2025-09-19 23:00:00,1.17475,1.17476,1.17403,1.17436,897,6,0,34.431498785864235,31.39116868647185,14.367734833950019,33.17300329975119,45.73222844137688,,0.0009599819709877581,1.1785612,1.1759085,0
2025-09-22 00:00:00,1.17394,1.17453,1.17358,1.17452,292,16,0,35.90798300930477,32.197147222608045,13.623838181063281,33.907978149630196,50.53434338701817,,0.000834478187947353,1.1784033999999999,1.175758,0
2025-09-22 01:00:00,1.17452,1.17482,1.17388,1.17404,754,6,0,33.47280036583898,32.59323489079168,14.52459094514103,32.135045835085116,56.84038317369261,,0.0008217500087794678,1.1782582,1.1755635,0
2025-09-22 02:00:00,1.17404,1.17414,1.17355,1.17361,787,6,0,31.417283425923344,33.14177457317691,14.028776804929457,32.947390035142185,51.157742665282115,,0.0008329389909490499,1.1781014,1.175337,0
2025-09-22 03:00:00,1.17361,1.17378,1.17259,1.17343,1501,6,0,30.570978089102795,34.133006585074845,13.060386027286896,36.24178506378969,44.59719158526105,,0.0008061893132490235,1.1779324,1.17514,0
2025-09-22 04:00:00,1.17343,1.17407,1.17315,1.17322,1842,6,0,29.570185743381884,34.681238357062355,14.063732749676486,34.27209865704823,53.480550266562005,,0.0008504155416102851,1.1777472,1.174937,0
2025-09-22 05:00:00,1.17322,1.17336,1.17269,1.17277,1397,6,0,27.493180792681514,35.42759969949409,13.48878040349615,35.67780772490373,57.20289318277591,,0.0009423902856858805,1.1775525999999998,1.174744,0
2025-09-22 06:00:00,1.17277,1.17346,1.17275,1.17324,978,6,0,32.802135026323995,35.98392853354007,13.515335194393232,34.08745291757223,51.739037052210854,,0.0009122044907653987,1.1773904,1.1745575,0
2025-09-22 07:00:00,1.17324,1.17324,1.17261,1.17304,796,6,0,31.737217921074148,36.57959896048302,12.963163977799882,33.60269698854946,39.16103148027744,,0.0008683738117472423,1.1772128,1.1744059999999998,0
2025-09-22 08:00:00,1.17304,1.17382,1.17297,1.1738,872,6,0,39.7427675151624,36.30775602118429,16.060381671281338,31.719743185280024,48.949109366469315,,0.000809983380649475,1.177065,1.1742985,0
2025-09-22 09:00:00,1.17381,1.17484,1.17358,1.1743000000000001,2160,6,0,44.365437998790085,34.80713668185127,21.38862339892313,29.11525478759987,50.74923271402896,,0.000727215070145692,1.1769618,1.174209,0
2025-09-22 10:00:00,1.17432,1.17542,1.1739,1.17482,2589,6,0,48.76741759712664,32.79945483321192,23.005011913021068,26.30883807005717,54.20786259785635,,0.0007007296040750803,1.1768772,1.1742675,0
2025-09-22 11:00:00,1.1748,1.17689,1.17468,1.17621,2427,6,0,58.2718934343944,31.26718435064856,28.71078816932889,22.858838146313047,63.489154707093576,,0.000909236184698871,1.1768132,1.174399,0
2025-09-22 12:00:00,1.17622,1.1776,1.1761300000000001,1.17757,2057,6,0,65.09495010347248,30.356416271930666,30.392832931078484,20.89597590476469,70.72077678842982,,0.0013102346488970574,1.1767018,1.1744875000000001,0
2025-09-22 13:00:00,1.17757,1.17855,1.1773500000000001,1.17738,2003,6,0,63.53201022416678,30.118109142687793,33.81629201831572,19.42927720345579,76.69549944107547,,0.0015614724313454784,1.1765944,1.1745705000000002,0
